Player,Age,Pos,Date,Tm, ,Opp, ,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Trevor Booker,29-338,F,2017-10-29 *,BRK,,DEN,L,0,20,4,11,.364,4,11,.364,0,0,,0,2,.000,4,4,8,1,1,1,3,3,8,3.3
Avery Bradley,27-069,G,2018-02-03 *,LAC,,CHI,W,1,32,4,9,.444,4,8,.500,0,1,.000,0,0,,1,1,2,4,0,0,2,3,8,3.9
Avery Bradley,26-339,G,2017-10-31 *,DET,@,LAL,L,1,34,4,17,.235,4,12,.333,0,5,.000,0,0,,2,3,5,0,1,0,3,2,8,-2.8
Malcolm Brogdon,25-037,G,2018-01-17 *,MIL,,MIA,L,1,29,2,7,.286,2,5,.400,0,2,.000,4,4,1.000,0,3,3,1,1,0,1,3,8,4.3
Aaron Brooks,33-069,G,2018-03-24 *,MIN,@,PHI,L,0,12,2,6,.333,0,2,.000,2,4,.500,2,3,.667,1,1,2,0,0,0,0,4,8,3.6
Dillon Brooks,21-311,G-F,2017-11-29 *,MEM,@,SAS,L,1,33,3,6,.500,1,3,.333,2,3,.667,0,0,,1,1,2,2,0,0,3,2,8,3.6
Dillon Brooks,21-355,G-F,2018-01-12 *,MEM,@,DEN,L,1,36,4,11,.364,4,8,.500,0,3,.000,0,0,,0,1,1,1,1,0,0,3,8,2.7
Dillon Brooks,21-327,G-F,2017-12-15 *,MEM,,ATL,W,1,22,3,6,.500,3,4,.750,0,2,.000,2,2,1.000,1,2,3,1,1,0,1,1,8,6.6
Dillon Brooks,22-033,G-F,2018-02-24 *,MEM,@,MIA,L,1,26,3,9,.333,3,9,.333,0,0,,2,2,1.000,0,2,2,3,2,0,2,4,8,4.0
Bobby Brown,33-042,G,2017-11-05 *,HOU,,UTA,W,0,5,3,4,.750,1,1,1.000,2,3,.667,0,0,,0,1,1,1,0,0,1,0,8,6.4
Jaylen Brown,21-062,F-G,2017-12-25 *,BOS,,WAS,L,1,32,3,9,.333,3,4,.750,0,5,.000,2,5,.400,0,9,9,0,0,0,1,4,8,1.8
Jaylen Brown,21-122,F-G,2018-02-23 *,BOS,@,DET,W,1,24,2,8,.250,2,6,.333,0,2,.000,4,4,1.000,1,2,3,2,1,1,0,1,8,7.2
Jaylen Brown,21-041,F-G,2017-12-04 *,BOS,,MIL,W,1,23,4,9,.444,4,7,.571,0,2,.000,0,0,,3,4,7,2,0,0,1,3,8,5.8
Reggie Bullock,26-324,G-F,2018-02-03 *,DET,,MIA,W,1,36,3,7,.429,1,2,.500,2,5,.400,0,0,,0,3,3,1,1,0,2,1,8,4.5
Alec Burks,26-093,G,2017-10-21 *,UTA,,OKC,W,0,20,3,5,.600,2,3,.667,1,2,.500,1,2,.500,0,3,3,1,1,1,1,0,8,7.6
Alec Burks,26-198,G,2018-02-03 *,UTA,@,SAS,W,1,25,3,10,.300,2,8,.250,1,2,.500,1,2,.500,1,7,8,2,0,0,0,2,8,5.2
Alec Burks,26-148,G,2017-12-15 *,UTA,@,BOS,W,0,19,2,7,.286,2,5,.400,0,2,.000,4,4,1.000,0,7,7,1,1,0,2,3,8,4.5
Alec Burks,26-151,G,2017-12-18 *,UTA,@,HOU,L,0,16,3,8,.375,3,8,.375,0,0,,2,2,1.000,1,3,4,0,0,0,1,0,8,4.2
Dwight Buycks,28-328,G,2018-01-28 *,DET,@,CLE,L,0,21,4,9,.444,4,7,.571,0,2,.000,0,0,,0,4,4,3,0,1,0,3,8,6.1
Jose Calderon,36-084,G,2017-12-21 *,CLE,,CHI,W,1,24,3,5,.600,1,1,1.000,2,4,.500,0,0,,0,1,1,5,1,0,0,2,8,9.7
Jose Calderon,36-106,G,2018-01-12 *,CLE,@,IND,L,1,33,3,8,.375,2,4,.500,1,4,.250,1,2,.500,0,4,4,2,0,0,1,4,8,3.2
Jose Calderon,36-072,G,2017-12-09 *,CLE,,PHI,W,1,28,3,5,.600,1,2,.500,2,3,.667,0,1,.000,0,2,2,2,1,0,1,2,8,6.5
Kentavious Caldwell-Pope,24-339,G,2018-01-23 *,LAL,,BOS,W,1,24,2,8,.250,0,2,.000,2,6,.333,2,4,.500,1,3,4,1,0,0,0,1,8,4.3
Kentavious Caldwell-Pope,24-310,G,2017-12-25 *,LAL,,MIN,L,1,36,3,11,.273,1,5,.200,2,6,.333,0,0,,0,5,5,1,1,0,3,0,8,1.7
Clint Capela,23-199,C,2017-12-03 *,HOU,@,LAL,W,1,23,3,7,.429,3,7,.429,0,0,,2,2,1.000,5,8,13,0,1,3,2,3,8,10.1
Clint Capela,23-171,C,2017-11-05 *,HOU,,UTA,W,1,22,3,5,.600,3,5,.600,0,0,,2,3,.667,1,7,8,2,1,4,3,2,8,9.5
Clint Capela,23-289,C,2018-03-03 *,HOU,,BOS,W,1,34,3,6,.500,3,6,.500,0,0,,2,2,1.000,3,14,17,0,1,1,1,1,8,11.6
Clint Capela,23-253,C,2018-01-26 *,HOU,@,NOP,L,1,30,4,6,.667,4,6,.667,0,0,,0,2,.000,2,8,10,0,0,1,4,5,8,3.1
Clint Capela,23-188,C,2017-11-22 *,HOU,,DEN,W,1,17,4,7,.571,4,7,.571,0,0,,0,2,.000,2,6,8,0,0,0,2,3,8,3.9
Vince Carter,41-018,G-F,2018-02-13 *,SAC,@,DAL,W,0,27,3,6,.500,1,1,1.000,2,5,.400,0,0,,0,4,4,7,3,0,0,4,8,12.5
Vince Carter,40-309,G-F,2017-12-01 *,SAC,@,CHI,W,0,12,3,5,.600,1,2,.500,2,3,.667,0,0,,0,2,2,0,0,0,0,3,8,5.1
Vince Carter,41-055,G-F,2018-03-22 *,SAC,,ATL,W,0,24,3,5,.600,1,2,.500,2,3,.667,0,0,,1,1,2,2,0,1,0,1,8,8.4
Michael Carter-Williams,26-117,G,2018-02-04 *,CHO,@,PHO,W,0,18,3,5,.600,1,2,.500,2,3,.667,0,0,,0,1,1,3,3,0,0,0,8,11.1
Michael Carter-Williams,26-104,G,2018-01-22 *,CHO,,SAC,W,0,15,4,6,.667,4,6,.667,0,0,,0,0,,2,2,4,2,0,0,1,3,8,6.6
Michael Carter-Williams,26-124,G,2018-02-11 *,CHO,,TOR,L,0,17,3,5,.600,2,4,.500,1,1,1.000,1,1,1.000,0,1,1,3,2,0,1,1,8,8.7
Alex Caruso,23-332,G,2018-01-26 *,LAL,@,CHI,W,0,20,3,4,.750,3,4,.750,0,0,,2,3,.667,0,4,4,3,1,0,2,2,8,7.5
Omri Casspi,29-127,F,2017-10-27 *,GSW,,WAS,W,0,13,2,3,.667,1,2,.500,1,1,1.000,3,4,.750,1,2,3,1,1,1,1,1,8,8.6
Omri Casspi,29-198,F,2018-01-06 *,GSW,@,LAC,W,0,16,2,6,.333,2,5,.400,0,1,.000,4,4,1.000,0,3,3,1,0,0,3,2,8,2.4
Willie Cauley-Stein,24-144,F-C,2018-01-09 *,SAC,@,LAL,L,1,28,3,10,.300,3,9,.333,0,1,.000,2,6,.333,0,4,4,3,1,0,1,2,8,3.1
Willie Cauley-Stein,24-137,F-C,2018-01-02 *,SAC,,CHO,L,0,23,3,7,.429,3,7,.429,0,0,,2,4,.500,2,6,8,4,0,1,2,1,8,7.8
Willie Cauley-Stein,24-078,F-C,2017-11-04 *,SAC,@,DET,L,1,19,4,6,.667,4,6,.667,0,0,,0,0,,0,3,3,4,2,0,1,3,8,8.9
Tyler Cavanaugh,23-288,F,2017-11-24 *,ATL,,NYK,W,0,12,3,6,.500,1,1,1.000,2,5,.400,0,0,,1,0,1,1,0,0,0,1,8,6.0
Tyler Cavanaugh,23-286,F,2017-11-22 *,ATL,,LAC,L,0,17,4,5,.800,4,4,1.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,8,5.3
Mario Chalmers,31-226,G,2017-12-31 *,MEM,@,SAC,W,0,13,2,4,.500,0,0,,2,4,.500,2,2,1.000,0,2,2,3,0,0,3,3,8,4.5
Mario Chalmers,31-159,G,2017-10-25 *,MEM,@,DAL,L,0,25,2,9,.222,0,4,.000,2,5,.400,2,3,.667,0,4,4,0,0,0,6,3,8,-3.9
Mario Chalmers,31-313,G,2018-03-28 *,MEM,,POR,W,1,20,3,5,.600,1,3,.333,2,2,1.000,0,0,,1,3,4,2,0,0,3,3,8,4.5
Mario Chalmers,31-180,G,2017-11-15 *,MEM,,IND,L,1,30,4,9,.444,4,5,.800,0,4,.000,0,0,,1,3,4,6,0,0,1,2,8,7.3
Mario Chalmers,31-250,G,2018-01-24 *,MEM,,SAS,L,0,23,4,8,.500,4,6,.667,0,2,.000,0,0,,0,4,4,4,1,0,3,4,8,4.4
Tyson Chandler,35-097,C,2018-01-07 *,PHO,,OKC,W,1,30,4,7,.571,4,7,.571,0,0,,0,0,,5,8,13,2,1,0,1,1,8,11.6
Tyson Chandler,35-127,C,2018-02-06 *,PHO,@,LAL,L,1,30,4,5,.800,4,5,.800,0,0,,0,2,.000,5,8,13,4,0,0,0,0,8,14.0
Tyson Chandler,35-030,C,2017-11-01 *,PHO,@,WAS,W,1,33,4,5,.800,4,5,.800,0,0,,0,0,,3,0,3,0,0,0,1,4,8,5.6
Tyson Chandler,35-133,C,2018-02-12 *,PHO,@,GSW,L,1,18,4,6,.667,4,6,.667,0,0,,0,0,,3,6,9,0,0,0,1,0,8,8.3
Wilson Chandler,30-247,F,2018-01-12 *,DEN,,MEM,W,1,29,3,9,.333,1,6,.167,2,3,.667,0,0,,0,5,5,1,0,1,0,0,8,5.8
Wilson Chandler,30-320,F,2018-03-26 *,DEN,@,PHI,L,1,35,3,8,.375,2,4,.500,1,4,.250,1,2,.500,1,7,8,7,2,0,2,2,8,10.1
Wilson Chandler,30-317,F,2018-03-23 *,DEN,@,WAS,W,1,40,3,10,.300,2,6,.333,1,4,.250,1,2,.500,3,3,6,1,1,1,1,3,8,5.0
Wilson Chandler,30-231,F,2017-12-27 *,DEN,@,MIN,L,1,30,3,8,.375,1,4,.250,2,4,.500,0,0,,2,3,5,1,1,0,2,4,8,4.0
Wilson Chandler,30-210,F,2017-12-06 *,DEN,@,NOP,L,1,24,3,11,.273,1,6,.167,2,5,.400,0,0,,0,4,4,2,0,0,1,2,8,2.3
Wilson Chandler,30-243,F,2018-01-08 *,DEN,@,GSW,L,1,38,3,9,.333,3,8,.375,0,1,.000,2,2,1.000,5,5,10,3,0,0,0,3,8,8.8
Marquese Chriss,20-140,F,2017-11-19 *,PHO,,CHI,W,1,21,3,4,.750,3,3,1.000,0,1,.000,2,2,1.000,0,6,6,3,1,0,1,3,8,9.1
Ian Clark,26-316,G,2018-01-17 *,NOP,@,ATL,L,0,25,3,8,.375,2,3,.667,1,5,.200,1,2,.500,1,1,2,1,1,0,1,3,8,3.7
Ian Clark,27-002,G,2018-03-09 *,NOP,,WAS,L,0,32,4,13,.308,4,9,.444,0,4,.000,0,0,,0,3,3,4,1,0,1,1,8,3.8
Ian Clark,27-011,G,2018-03-18 *,NOP,,BOS,W,0,26,3,9,.333,2,6,.333,1,3,.333,1,1,1.000,0,0,0,3,2,1,0,2,8,6.9
Ian Clark,27-020,G,2018-03-27 *,NOP,,POR,L,1,29,4,11,.364,4,8,.500,0,3,.000,0,0,,0,0,0,2,0,0,1,2,8,1.5
Jordan Clarkson,25-157,G,2017-11-11 *,LAL,@,MIL,L,0,20,3,8,.375,3,5,.600,0,3,.000,2,4,.500,0,1,1,1,1,0,3,2,8,1.0
Jordan Clarkson,25-273,G,2018-03-07 *,CLE,@,DEN,W,0,20,3,8,.375,2,5,.400,1,3,.333,1,2,.500,1,1,2,3,0,0,1,1,8,4.9
Jordan Clarkson,25-140,G,2017-10-25 *,LAL,,WAS,W,0,17,3,8,.375,2,5,.400,1,3,.333,1,2,.500,0,1,1,4,1,0,4,3,8,2.1
John Collins,20-109,F,2018-01-10 *,ATL,@,DEN,W,0,17,3,4,.750,3,4,.750,0,0,,2,2,1.000,0,2,2,2,0,1,1,5,8,6.1
John Collins,20-126,F,2018-01-27 *,ATL,,WAS,L,0,18,3,4,.750,2,2,1.000,1,2,.500,1,1,1.000,1,2,3,1,0,2,1,4,8,7.2
John Collins,20-044,F,2017-11-06 *,ATL,,BOS,L,0,16,3,4,.750,3,4,.750,0,0,,2,2,1.000,1,0,1,0,0,0,1,5,8,4.1
John Collins,20-121,F,2018-01-22 *,ATL,,UTA,W,0,21,3,4,.750,2,3,.667,1,1,1.000,1,1,1.000,4,3,7,1,0,1,0,1,8,11.1
John Collins,20-095,F,2017-12-27 *,ATL,,WAS,W,0,24,4,7,.571,4,7,.571,0,0,,0,2,.000,1,7,8,2,0,3,2,3,8,7.0
John Collins,20-128,F,2018-01-29 *,ATL,,MIN,W,0,20,4,4,1.000,4,4,1.000,0,0,,0,0,,3,8,11,0,0,0,3,1,8,7.9
John Collins,20-167,F,2018-03-09 *,ATL,@,IND,L,1,26,4,6,.667,4,4,1.000,0,2,.000,0,0,,1,5,6,3,1,0,1,0,8,9.7
John Collins,20-041,F,2017-11-03 *,ATL,,HOU,L,0,28,3,7,.429,3,7,.429,0,0,,2,2,1.000,4,8,12,1,2,4,3,2,8,11.2
John Collins,20-132,F,2018-02-02 *,ATL,@,BOS,L,0,25,4,5,.800,4,5,.800,0,0,,0,0,,0,1,1,0,0,1,1,2,8,5.3
Zach Collins,20-066,C-F,2018-01-24 *,POR,,MIN,W,0,19,3,4,.750,1,1,1.000,2,3,.667,0,0,,0,5,5,0,0,0,1,1,8,6.5
Zach Collins,20-100,C-F,2018-02-27 *,POR,,SAC,W,0,18,3,5,.600,1,2,.500,2,3,.667,0,0,,1,5,6,0,1,0,2,2,8,6.1
Kyle Collinsworth,26-168,G-F,2018-03-20 *,DAL,@,NOP,L,0,20,2,5,.400,1,1,1.000,1,4,.250,3,3,1.000,0,2,2,5,0,0,0,0,8,9.4
Darren Collison,30-218,G,2018-03-29 *,IND,@,SAC,W,1,30,3,8,.375,3,7,.429,0,1,.000,2,2,1.000,0,3,3,9,3,1,3,4,8,9.9
Darren Collison,30-067,G,2017-10-29 *,IND,,SAS,W,1,34,4,10,.400,4,8,.500,0,2,.000,0,0,,0,3,3,6,2,0,2,2,8,6.9
Mike Conley,30-017,G,2017-10-28 *,MEM,,HOU,W,1,26,4,10,.400,4,7,.571,0,3,.000,0,0,,0,3,3,3,0,1,0,1,8,5.9
Pat Connaughton,24-330,G,2017-12-02 *,POR,,NOP,L,1,25,3,7,.429,1,3,.333,2,4,.500,0,0,,1,3,4,2,1,1,0,0,8,9.0
Pat Connaughton,24-291,G,2017-10-24 *,POR,,NOP,W,0,23,3,8,.375,1,3,.333,2,5,.400,0,0,,0,6,6,0,0,0,0,1,8,5.0
Pat Connaughton,25-059,G,2018-03-06 *,POR,,NYK,W,0,24,3,8,.375,1,2,.500,2,6,.333,0,0,,1,1,2,3,0,0,0,1,8,6.3
Pat Connaughton,24-337,G,2017-12-09 *,POR,,HOU,L,0,25,4,10,.400,4,5,.800,0,5,.000,0,0,,0,1,1,0,0,0,0,4,8,1.3
Pat Connaughton,24-287,G,2017-10-20 *,POR,@,IND,W,0,22,3,4,.750,1,1,1.000,2,3,.667,0,0,,0,3,3,1,0,0,0,2,8,7.2
Quinn Cook,24-258,G,2017-12-06 *,GSW,@,CHO,W,1,22,3,7,.429,1,3,.333,2,4,.500,0,0,,1,2,3,3,0,0,1,0,8,6.7
Quinn Cook,24-351,G,2018-03-09 *,GSW,@,POR,L,1,30,3,8,.375,3,5,.600,0,3,.000,2,2,1.000,0,1,1,0,0,0,0,2,8,3.1
Jack Cooley,26-339,F-C,2018-03-09 *,SAC,,ORL,W,0,8,4,6,.667,4,6,.667,0,0,,0,0,,3,0,3,1,0,0,0,2,8,7.4
Robert Covington,27-057,F,2018-02-09 *,PHI,,NOP,W,1,25,4,9,.444,4,5,.800,0,4,.000,0,0,,1,2,3,1,0,2,0,1,8,6.3
Robert Covington,27-011,F,2017-12-25 *,PHI,@,NYK,W,1,30,2,8,.250,1,4,.250,1,4,.250,3,4,.750,0,3,3,3,1,1,1,3,8,5.3
Robert Covington,27-070,F,2018-02-22 *,PHI,@,CHI,W,1,30,3,9,.333,1,2,.500,2,7,.286,0,0,,0,3,3,1,1,0,0,5,8,3.5
Allen Crabbe,25-203,G-F,2017-10-29 *,BRK,,DEN,L,1,27,3,8,.375,1,4,.250,2,4,.500,0,0,,0,2,2,1,1,0,1,2,8,4.1
Allen Crabbe,25-239,G-F,2017-12-04 *,BRK,@,ATL,W,1,23,3,8,.375,1,2,.500,2,6,.333,0,0,,0,4,4,1,1,0,2,6,8,2.1
Allen Crabbe,25-299,G-F,2018-02-02 *,BRK,,LAL,L,1,30,2,9,.222,0,3,.000,2,6,.333,2,2,1.000,0,2,2,1,1,1,0,0,8,5.5
Allen Crabbe,25-293,G-F,2018-01-27 *,BRK,@,MIN,L,1,24,3,7,.429,1,2,.500,2,5,.400,0,0,,1,2,3,1,0,0,2,3,8,3.1
Torrey Craig,27-046,G-F,2018-02-03 *,DEN,,GSW,W,0,21,3,6,.500,2,5,.400,1,1,1.000,1,2,.500,3,2,5,1,0,0,1,1,8,6.6
Torrey Craig,27-052,G-F,2018-02-09 *,DEN,@,HOU,L,0,28,4,9,.444,4,9,.444,0,0,,0,0,,2,2,4,0,0,0,1,3,8,3.1
Torrey Craig,27-042,G-F,2018-01-30 *,DEN,@,SAS,L,0,22,4,9,.444,4,8,.500,0,1,.000,0,0,,5,1,6,1,1,1,0,1,8,9.1
Jamal Crawford,37-229,G,2017-11-04 *,MIN,,DAL,W,0,18,4,8,.500,4,6,.667,0,2,.000,0,0,,0,4,4,1,1,0,3,1,8,3.5
Jamal Crawford,37-320,G,2018-02-03 *,MIN,,NOP,W,0,21,3,9,.333,2,5,.400,1,4,.250,1,1,1.000,0,2,2,2,1,1,2,1,8,4.2
Jamal Crawford,37-302,G,2018-01-16 *,MIN,@,ORL,L,0,18,3,8,.375,1,5,.200,2,3,.667,0,0,,0,2,2,2,0,0,1,1,8,4.2
Jamal Crawford,37-296,G,2018-01-10 *,MIN,,OKC,W,0,18,4,11,.364,4,9,.444,0,2,.000,0,0,,0,1,1,3,1,1,0,1,8,5.6
Jamal Crawford,37-326,G,2018-02-09 *,MIN,@,CHI,L,0,19,3,8,.375,1,4,.250,2,4,.500,0,0,,0,0,0,2,2,0,0,0,8,7.0
Jamal Crawford,37-318,G,2018-02-01 *,MIN,,MIL,W,0,17,3,5,.600,2,2,1.000,1,3,.333,1,1,1.000,0,2,2,2,0,0,1,0,8,6.7
Jamal Crawford,37-219,G,2017-10-25 *,MIN,@,DET,L,0,24,3,12,.250,1,7,.143,2,5,.400,0,0,,0,3,3,3,0,0,0,1,8,3.4
Jamal Crawford,37-286,G,2017-12-31 *,MIN,@,IND,W,0,20,4,8,.500,4,5,.800,0,3,.000,0,0,,0,0,0,1,0,0,0,2,8,3.9
Jae Crowder,27-208,F,2018-01-30 *,CLE,@,DET,L,0,27,3,8,.375,1,3,.333,2,5,.400,0,0,,0,3,3,1,0,0,1,1,8,3.8
Jae Crowder,27-174,F,2017-12-27 *,CLE,@,SAC,L,1,29,2,6,.333,2,5,.400,0,1,.000,4,4,1.000,2,3,5,1,2,1,0,1,8,9.9
Jae Crowder,27-212,F,2018-02-03 *,CLE,,HOU,L,1,25,3,6,.500,1,3,.333,2,3,.667,0,0,,0,1,1,2,0,0,1,5,8,3.7
Jae Crowder,27-257,F,2018-03-20 *,UTA,,ATL,L,0,33,3,10,.300,2,7,.286,1,3,.333,1,2,.500,3,3,6,2,1,0,0,1,8,6.8
Jae Crowder,27-260,F,2018-03-23 *,UTA,@,SAS,L,0,32,4,9,.444,4,7,.571,0,2,.000,0,0,,1,3,4,1,0,0,1,3,8,3.4
Dante Cunningham,30-214,F,2017-11-22 *,NOP,,SAS,W,0,23,2,5,.400,2,3,.667,0,2,.000,4,4,1.000,0,4,4,1,0,0,0,1,8,6.8
Dante Cunningham,30-224,F,2017-12-02 *,NOP,@,POR,W,1,14,3,4,.750,1,2,.500,2,2,1.000,0,0,,2,10,12,0,0,1,0,1,8,11.1
Dante Cunningham,30-191,F,2017-10-30 *,NOP,,ORL,L,1,25,3,9,.333,1,3,.333,2,6,.333,0,0,,3,2,5,1,0,1,1,4,8,4.4
Dante Cunningham,30-235,F,2017-12-13 *,NOP,,MIL,W,0,21,4,6,.667,4,6,.667,0,0,,0,0,,0,4,4,0,0,0,0,3,8,5.4
Dante Cunningham,30-311,F,2018-02-27 *,BRK,@,CLE,L,0,20,3,5,.600,1,3,.333,2,2,1.000,0,0,,0,3,3,0,0,0,2,2,8,3.8
Dante Cunningham,30-281,F,2018-01-28 *,NOP,,LAC,L,1,28,3,7,.429,2,2,1.000,1,5,.200,1,4,.250,1,6,7,0,1,0,2,1,8,4.2
Troy Daniels,26-228,G,2018-02-28 *,PHO,@,MEM,W,0,28,2,6,.333,1,1,1.000,1,5,.200,3,4,.750,0,1,1,3,2,0,0,1,8,8.2
Anthony Davis,24-312,F-C,2018-01-17 *,NOP,@,ATL,L,1,38,2,8,.250,2,8,.250,0,0,,4,6,.667,1,6,7,3,1,2,0,2,8,8.6
Deyonta Davis,21-074,F-C,2018-02-14 *,MEM,,OKC,L,0,18,4,4,1.000,4,4,1.000,0,0,,0,0,,1,4,5,0,0,0,0,0,8,8.7
Deyonta Davis,21-046,F-C,2018-01-17 *,MEM,,NYK,W,1,24,4,6,.667,4,6,.667,0,0,,0,0,,1,3,4,0,1,0,3,2,8,4.2
Ed Davis,28-208,F,2017-12-30 *,POR,@,ATL,L,0,20,4,5,.800,4,5,.800,0,0,,0,0,,4,3,7,0,1,0,3,3,8,6.6
Ed Davis,28-200,F,2017-12-22 *,POR,,DEN,L,0,21,2,6,.333,2,6,.333,0,0,,4,6,.667,4,4,8,1,0,0,1,2,8,6.7
Ed Davis,28-227,F,2018-01-18 *,POR,,IND,W,0,16,4,5,.800,4,5,.800,0,0,,0,0,,5,3,8,0,0,0,0,3,8,9.3
Ed Davis,28-173,F,2017-11-25 *,POR,@,WAS,W,0,15,4,4,1.000,4,4,1.000,0,0,,0,0,,2,4,6,0,0,1,1,2,8,8.3
Ed Davis,28-187,F,2017-12-09 *,POR,,HOU,L,0,15,4,4,1.000,4,4,1.000,0,0,,0,2,.000,3,6,9,0,1,1,1,1,8,10.2
Ed Davis,28-251,F,2018-02-11 *,POR,,UTA,L,0,29,4,6,.667,4,6,.667,0,0,,0,0,,2,10,12,0,1,0,2,4,8,7.2
Dewayne Dedmon,28-078,C,2017-10-29 *,ATL,,MIL,L,1,17,4,5,.800,4,5,.800,0,0,,0,0,,0,5,5,0,0,0,2,1,8,5.2
Dewayne Dedmon,28-209,C,2018-03-09 *,ATL,@,IND,L,1,27,4,7,.571,4,6,.667,0,1,.000,0,0,,0,7,7,1,2,1,3,1,8,6.8
Dewayne Dedmon,28-180,C,2018-02-08 *,ATL,@,ORL,L,0,24,3,11,.273,1,3,.333,2,8,.250,0,0,,0,2,2,3,1,1,2,4,8,2.3
Dewayne Dedmon,28-186,C,2018-02-14 *,ATL,@,DET,L,1,25,4,9,.444,4,6,.667,0,3,.000,0,0,,0,7,7,0,0,0,1,2,8,3.6
Sam Dekker,23-237,F,2017-12-29 *,LAC,@,LAL,W,0,18,4,6,.667,4,5,.800,0,1,.000,0,0,,0,2,2,0,1,0,0,3,8,5.8
Sam Dekker,23-231,F,2017-12-23 *,LAC,@,MEM,L,0,18,3,4,.750,3,3,1.000,0,1,.000,2,2,1.000,1,2,3,0,0,0,0,1,8,7.3
Sam Dekker,23-243,F,2018-01-04 *,LAC,,OKC,L,0,19,4,6,.667,4,5,.800,0,1,.000,0,0,,2,0,2,1,0,0,0,0,8,7.5
Malcolm Delaney,28-259,G,2017-11-25 *,ATL,,TOR,L,0,16,2,4,.500,2,3,.667,0,1,.000,4,6,.667,1,0,1,0,0,0,2,0,8,3.9
Malcolm Delaney,28-300,G,2018-01-05 *,ATL,@,POR,L,0,18,2,5,.400,0,2,.000,2,3,.667,2,2,1.000,0,0,0,2,0,0,0,1,8,6.3
Malcolm Delaney,28-335,G,2018-02-09 *,ATL,,CLE,L,0,22,3,6,.500,1,2,.500,2,4,.500,0,0,,1,2,3,3,1,1,2,2,8,7.3
Malcolm Delaney,28-235,G,2017-11-01 *,ATL,@,PHI,L,0,9,3,3,1.000,2,2,1.000,1,1,1.000,1,1,1.000,0,1,1,1,2,0,1,1,8,8.7
Matthew Dellavedova,27-117,G,2018-01-03 *,MIL,,IND,W,0,17,3,3,1.000,1,1,1.000,2,2,1.000,0,0,,0,2,2,9,2,0,1,2,8,14.2
Matthew Dellavedova,27-131,G,2018-01-17 *,MIL,,MIA,L,0,18,2,3,.667,0,1,.000,2,2,1.000,2,2,1.000,0,0,0,4,1,0,2,2,8,7.7
DeMar DeRozan,28-185,G-F,2018-02-08 *,TOR,,NYK,W,1,29,2,11,.182,1,6,.167,1,5,.200,3,3,1.000,0,5,5,5,1,2,2,0,8,6.5
DeMar DeRozan,28-141,G-F,2017-12-26 *,TOR,@,DAL,L,1,34,3,16,.188,3,16,.188,0,0,,2,3,.667,0,3,3,5,2,0,0,1,8,3.6
Cheick Diallo,21-150,F,2018-02-10 *,NOP,@,BRK,W,0,12,3,4,.750,3,4,.750,0,0,,2,2,1.000,0,7,7,0,0,0,0,1,8,8.1
Cheick Diallo,21-063,F,2017-11-15 *,NOP,,TOR,L,0,14,4,7,.571,4,7,.571,0,0,,0,0,,1,2,3,0,0,0,0,1,8,5.6
Gorgui Dieng,27-280,C,2017-10-25 *,MIN,@,DET,L,0,15,4,6,.667,4,5,.800,0,1,.000,0,0,,1,4,5,1,0,1,1,2,8,6.9
Gorgui Dieng,27-347,C,2017-12-31 *,MIN,@,IND,W,0,18,3,6,.500,3,6,.500,0,0,,2,2,1.000,2,4,6,0,0,0,1,2,8,5.8
Gorgui Dieng,27-322,C,2017-12-06 *,MIN,@,LAC,W,0,21,4,5,.800,4,5,.800,0,0,,0,0,,1,3,4,2,0,0,2,2,8,6.3
Gorgui Dieng,27-350,C,2018-01-03 *,MIN,@,BRK,L,0,17,3,5,.600,3,5,.600,0,0,,2,2,1.000,1,4,5,0,1,1,1,3,8,7.1
Gorgui Dieng,28-014,C,2018-02-01 *,MIN,,MIL,W,0,13,4,9,.444,4,8,.500,0,1,.000,0,0,,0,1,1,1,0,1,0,2,8,4.2
Gorgui Dieng,27-294,C,2017-11-08 *,MIN,@,GSW,L,0,21,4,8,.500,4,8,.500,0,0,,0,0,,3,4,7,0,2,0,2,0,8,7.3
Spencer Dinwiddie,24-284,G,2018-01-15 *,BRK,,NYK,L,1,28,2,14,.143,2,10,.200,0,4,.000,4,4,1.000,1,3,4,5,0,0,0,2,8,3.3
Spencer Dinwiddie,24-230,G,2017-11-22 *,BRK,@,CLE,L,1,27,3,7,.429,1,2,.500,2,5,.400,0,0,,0,1,1,10,1,0,3,3,8,8.4
Spencer Dinwiddie,24-329,G,2018-03-01 *,BRK,@,SAC,L,1,36,3,10,.300,3,4,.750,0,6,.000,2,2,1.000,0,6,6,5,2,0,1,1,8,8.1
Tyler Dorsey,21-349,G,2018-01-29 *,ATL,,MIN,W,0,13,3,6,.500,1,3,.333,2,3,.667,0,0,,1,1,2,0,0,0,0,0,8,6.0
Tyler Dorsey,21-325,G,2018-01-05 *,ATL,@,POR,L,0,11,2,6,.333,1,5,.200,1,1,1.000,3,4,.750,0,2,2,0,1,0,0,0,8,5.8
Damyean Dotson,23-276,G,2018-02-06 *,NYK,,MIL,L,0,14,3,6,.500,2,3,.667,1,3,.333,1,1,1.000,0,3,3,1,1,0,0,1,8,7.2
